image_name,label,blue_mean,green_mean,red_mean,gray_mean,gray_std,edge_density,box_width,box_height,box_area,aspect_ratio,area_percentage
img-1.jpg,medium_pothole,135.0224609375,145.177734375,150.197021484375,145.539306640625,27.450646727704846,66.86279296875,312,138,43056,2.260869565217391,0.0830555555555555
img-10.jpg,medium_pothole,135.719482421875,164.40625,189.5224609375,168.6748046875,28.24965794111458,52.294921875,159,141,22419,1.127659574468085,0.0432465277777777
img-100.jpg,minor_pothole,144.4892578125,147.309814453125,151.247314453125,148.178466796875,37.56584239487766,81.368408203125,199,116,23084,1.7155172413793105,0.0445293209876543
img-101.jpg,medium_pothole,127.93896484375,132.4638671875,136.3017578125,133.128662109375,28.248380394099343,58.707275390625,166,129,21414,1.2868217054263569,0.0413078703703703
img-101.jpg,minor_pothole,126.516845703125,129.065673828125,129.181396484375,128.824951171875,18.169164202836825,46.81640625,157,94,14758,1.6702127659574468,0.0284683641975308
img-102.jpg,minor_pothole,135.37939453125,144.09765625,147.864990234375,144.246826171875,31.124346828692687,79.998779296875,262,304,79648,0.8618421052631579,0.153641975308642
img-103.jpg,medium_pothole,146.71484375,152.27099609375,156.242431640625,152.849853515625,31.264218093314838,71.4697265625,215,115,24725,1.8695652173913044,0.0476948302469135
img-104.jpg,major_pothole,118.421875,143.09765625,157.474609375,144.5966796875,32.17140721355727,58.084716796875,245,171,41895,1.432748538011696,0.0808159722222222
img-104.jpg,minor_pothole,109.884521484375,133.9638671875,148.344970703125,135.5390625,23.72331843149992,57.15087890625,65,59,3835,1.1016949152542372,0.007397762345679
img-105.jpg,minor_pothole,131.523193359375,161.995361328125,188.208251953125,166.35888671875,21.238418469205868,41.71142578125,151,113,17063,1.336283185840708,0.0329147376543209
img-105.jpg,minor_pothole,121.147705078125,151.646728515625,177.74755859375,156.01513671875,23.482098512851135,31.6259765625,43,37,1591,1.162162162162162,0.0030690586419753
img-106.jpg,medium_pothole,121.5166015625,131.231201171875,135.501953125,131.403564453125,26.999827780659988,69.228515625,367,307,112669,1.1954397394136809,0.2173398919753086
img-106.jpg,minor_pothole,114.760986328125,124.08203125,125.75146484375,123.56640625,26.53795712437114,53.0419921875,113,164,18532,0.6890243902439024,0.0357484567901234
img-107.jpg,medium_pothole,155.102783203125,167.604736328125,180.14306640625,169.963623046875,34.99974044209694,70.59814453125,226,173,39098,1.30635838150289,0.075420524691358
img-108.jpg,major_pothole,124.0927734375,135.425537109375,143.546630859375,136.562255859375,32.562485472480034,60.201416015625,172,128,22016,1.34375,0.0424691358024691
img-108.jpg,minor_pothole,113.055908203125,120.60205078125,125.269287109375,121.156982421875,35.57683167768523,63.251953125,73,67,4891,1.0895522388059702,0.009434799382716
img-108.jpg,minor_pothole,139.09814453125,152.94189453125,161.114013671875,153.819091796875,18.06593924748772,16.06201171875,59,32,1888,1.84375,0.0036419753086419
img-108.jpg,minor_pothole,133.502685546875,147.982421875,155.816650390625,148.699462890625,23.238189198203752,57.64892578125,118,122,14396,0.9672131147540984,0.027770061728395
img-108.jpg,minor_pothole,123.631591796875,137.22265625,143.5517578125,137.600341796875,19.690220295207464,48.0615234375,48,63,3024,0.7619047619047619,0.0058333333333333
img-109.jpg,medium_pothole,118.545654296875,127.924560546875,135.873046875,129.252685546875,23.542408286006456,58.333740234375,114,93,10602,1.2258064516129032,0.0204513888888888
img-109.jpg,medium_pothole,110.650634765625,120.499267578125,128.876220703125,121.88720703125,25.98090254932362,61.571044921875,172,166,28552,1.036144578313253,0.0550771604938271
img-109.jpg,minor_pothole,113.157470703125,121.54296875,124.439208984375,121.44775390625,21.728318594392846,55.968017578125,168,94,15792,1.7872340425531914,0.0304629629629629
img-11.jpg,medium_pothole,123.895751953125,135.309326171875,140.9443359375,135.675048828125,28.44795691150811,71.158447265625,243,244,59292,0.9959016393442623,0.114375
img-110.jpg,medium_pothole,106.900390625,115.461181640625,121.65185546875,116.379638671875,16.26475188177465,27.6416015625,414,121,50094,3.4214876033057853,0.0966319444444444
img-110.jpg,minor_pothole,106.580810546875,113.280029296875,117.534912109375,113.826416015625,11.90031821753072,2.677001953125,98,27,2646,3.6296296296296298,0.0051041666666666
img-111.jpg,minor_pothole,131.84716796875,138.0205078125,144.412353515625,139.2451171875,21.64928133698997,60.823974609375,88,54,4752,1.6296296296296295,0.0091666666666666
img-111.jpg,minor_pothole,134.993408203125,140.265380859375,145.69189453125,141.292236328125,21.137727265345937,58.5205078125,165,152,25080,1.0855263157894737,0.0483796296296296
img-111.jpg,minor_pothole,128.52685546875,133.950927734375,137.28662109375,134.3134765625,19.583888418027794,65.7421875,81,107,8667,0.7570093457943925,0.01671875
img-112.jpg,medium_pothole,146.184326171875,156.708740234375,159.6962890625,156.388916015625,20.637469341398557,51.236572265625,337,130,43810,2.5923076923076924,0.0845100308641975
img-113.jpg,major_pothole,121.331298828125,148.85009765625,164.77587890625,150.478271484375,31.445001225796744,64.683837890625,505,317,160085,1.5930599369085174,0.3088059413580247
img-114.jpg,minor_pothole,120.7578125,129.2177734375,135.8798828125,130.306396484375,23.812697220784077,65.181884765625,132,113,14916,1.168141592920354,0.0287731481481481
img-115.jpg,medium_pothole,95.4580078125,106.866943359375,118.546630859375,109.0703125,31.834854276050073,41.21337890625,224,119,26656,1.8823529411764703,0.0514197530864197
img-116.jpg,medium_pothole,137.93115234375,144.058837890625,151.113525390625,145.502197265625,15.878398229301146,24.591064453125,235,146,34310,1.6095890410958904,0.0661844135802469
img-116.jpg,minor_pothole,137.378662109375,145.20263671875,149.677001953125,145.6796875,16.747811701154983,26.583251953125,91,95,8645,0.9578947368421052,0.016676311728395
img-117.jpg,minor_pothole,152.75390625,174.227294921875,195.96630859375,178.262451171875,29.455064031788428,50.67626953125,124,247,30628,0.5020242914979757,0.0590817901234567
img-117.jpg,minor_pothole,154.0185546875,176.135498046875,197.257080078125,179.865234375,14.5534575716157,31.25244140625,108,38,4104,2.8421052631578947,0.0079166666666666
img-118.jpg,major_pothole,126.214599609375,152.2666015625,174.604248046875,155.9736328125,24.203932727119437,62.442626953125,349,444,154956,0.786036036036036,0.298912037037037
img-119.jpg,medium_pothole,135.297119140625,161.200927734375,183.0576171875,164.7890625,25.180761301956178,51.92138671875,207,177,36639,1.1694915254237288,0.0706770833333333
img-119.jpg,minor_pothole,113.222412109375,138.73193359375,158.57666015625,141.772705078125,28.143411458152418,77.508544921875,158,123,19434,1.2845528455284554,0.0374884259259259
